X_ER,X_ER membrane,X_ER membrane-associated,ERGIC,Golgi,Golgi membrane,Golgi membrane-associated,Cis Golgi,Trans Golgi,Lysosome,Mitochondria,Plasma Membrane,Endosome,Peroxisome,Nucleus,Cytosol,ER,ER Lumen,ER high curvature ,ER high sheet,ER Membrane,ER Membrane-associated,ER Receptors
,,,,,,,,,,,OR8B8,,,NKX6-2,TBCA,,,,,,,
,,,,,,,,,,,OR8D1,,,NKX6-3,SRSF10,,,,,,,
,,,,,,,,,,,OR8D2,,,NLE1,TRIO,,,,,,,
,,,,,,,,,,,OR8D4,,,NMES1,GLRX3,,,,,,,
,,,,,,,,,,,OR8G1,,,NMNAT1,URI1,,,,,,,
,,,,,,,,,,,OR8G2P,,,NOB1,HAUS5,,,,,,,
,,,,,,,,,,,OR8G3P,,,NOBOX,IPO7,,,,,,,
,,,,,,,,,,,OR8G5,,,NOC2L,CD2BP2,,,,,,,
,,,,,,,,,,,OR8H1,,,NOC3L,AHSA1,,,,,,,
,,,,,,,,,,,OR8H2,,,NOC4L,SEC24A,,,,,,,
,,,,,,,,,,,OR8H3,,,NOL10,CNOT4,,,,,,,
,,,,,,,,,,,OR8I2,,,NOL11,STAU1,,,,,,,
,,,,,,,,,,,OR8J1,,,NOL12,NR3C1,,,,,,,
,,,,,,,,,,,OR8J3,,,NOL4,CAPNS1,,,,,,,
,,,,,,,,,,,OR8K1,,,NOL6,EIF2S1,,,,,,,
,,,,,,,,,,,OR8K3,,,NOL7,ENO1,,,,,,,
,,,,,,,,,,,OR8K5,,,NOL8,PFN1,,,,,,,
,,,,,,,,,,,OR8S1,,,NOL9,EPRS,,,,,,,
,,,,,,,,,,,OR8U1,,,NOM1,SP1,,,,,,,
,,,,,,,,,,,OR8U8,,,NONO,PABPC1,,,,,,,
,,,,,,,,,,,OR8U9,,,NOP10,IMPDH2,,,,,,,
,,,,,,,,,,,OR9A1P,,,NOP14,ENO3,,,,,,,
,,,,,,,,,,,OR9A2,,,NOP16,MIF,,,,,,,
,,,,,,,,,,,OR9A4,,,NOP2,NCK1,,,,,,,
,,,,,,,,,,,OR9G1,,,NOP58,STMN1,,,,,,,
,,,,,,,,,,,OR9G4,,,NOTO,CAPN2,,,,,,,
,,,,,,,,,,,OR9G9,,,NOVA1,TCP1,,,,,,,
,,,,,,,,,,,OR9I1,,,NOVA2,ERCC2,,,,,,,
,,,,,,,,,,,OR9K2,,,NPAP1,NCL,,,,,,,
,,,,,,,,,,,OR9Q1,,,NPAS1,CCNA2,,,,,,,
,,,,,,,,,,,OR9Q2,,,NPAS2,CDK2,,,,,,,
,,,,,,,,,,,ORAI1,,,NPAS3,YWHAQ,,,,,,,
,,,,,,,,,,,OSCP1,,,NPAS4,MARK3,,,,,,,
,,,,,,,,,,,OTOP1,,,NPAT,MAP4,,,,,,,
,,,,,,,,,,,OTOP2,,,NPIPA1,MAP4,,,,,,,
,,,,,,,,,,,OTOP3,,,NPIPB2,MPG,,,,,,,
,,,,,,,,,,,OXER1,,,NPM3,PPP2R1A,,,,,,,
,,,,,,,,,,,OXGR1,,,NR1H2,SRI,,,,,,,
,,,,,,,,,,,OXTR,,,NR1H4,SFN,,,,,,,
,,,,,,,,,,,P2RX2,,,NR1I2,ARRB2,,,,,,,
,,,,,,,,,,,P2RX3,,,NR2C1,MAP2K2,,,,,,,
,,,,,,,,,,,P2RX7,,,NR2C2,PPP1CC,,,,,,,
,,,,,,,,,,,P2RY1,,,NR2C2AP,IGHMBP2,,,,,,,
,,,,,,,,,,,P2RY10,,,NR2E1,CETN2,,,,,,,
,,,,,,,,,,,P2RY11,,,NR2E3,MATK,,,,,,,
,,,,,,,,,,,P2RY12,,,NR2F1,NEDD4,,,,,,,
,,,,,,,,,,,P2RY13,,,NR2F2,CAPZB,,,,,,,
,,,,,,,,,,,P2RY14,,,NR2F6,CAPZB,,,,,,,
,,,,,,,,,,,P2RY2,,,NR4A3,LIMS1,,,,,,,
,,,,,,,,,,,P2RY4,,,NR5A1,CCT5,,,,,,,
,,,,,,,,,,,P2RY6,,,NR5A2,CSNK1D,,,,,,,
,,,,,,,,,,,P2RY8,,,NR6A1,PCYT1A,,,,,,,
,,,,,,,,,,,PACC1,,,NRDE2,GSK3B,,,,,,,
,,,,,,,,,,,PAG1,,,NRF1,GDI2,,,,,,,
,,,,,,,,,,,PANX2,,,NRIP1,VASP,,,,,,,
,,,,,,,,,,,PANX3,,,NRIP2,KNTC1,,,,,,,
,,,,,,,,,,,PAQR5,,,NRM,CCT8,,,,,,,
,,,,,,,,,,,PAQR6,,,NSA2,CCT4,,,,,,,
,,,,,,,,,,,PAQR7,,,NSD1,HDGF,,,,,,,
,,,,,,,,,,,PAQR8,,,NSD3,HDGF,,,,,,,
,,,,,,,,,,,PAQR9,,,NSL1,KPNA1,,,,,,,
,,,,,,,,,,,PCDH1,,,NSMCE1,PPP5C,,,,,,,
,,,,,,,,,,,PCDH10,,,NSMCE2,NUBP1,,,,,,,
,,,,,,,,,,,PCDH11X,,,NSMCE4A,MVD,,,,,,,
,,,,,,,,,,,PCDH11Y,,,NSRP1,SEC24C,,,,,,,
,,,,,,,,,,,PCDH17,,,NTMT1,RAD23B,,,,,,,
,,,,,,,,,,,PCDH18,,,NUB1,DRG2,,,,,,,
,,,,,,,,,,,PCDH19,,,NUCKS1,ADK,,,,,,,
,,,,,,,,,,,PCDH20,,,NUDT16L1,SEC13,,,,,,,
,,,,,,,,,,,PCDH7,,,NUDT5,SUMO3,,,,,,,
,,,,,,,,,,,PCDH8,,,NUF2,MARS,,,,,,,
,,,,,,,,,,,PCDH9,,,NUFIP1,MTPN,,,,,,,
,,,,,,,,,,,PCDHA11,,,NUGGC,ARPC4,,,,,,,
,,,,,,,,,,,PCDHA12,,,NUP153,ARPC4,,,,,,,
,,,,,,,,,,,PCDHA13,,,NUP160,ACTR3,,,,,,,
,,,,,,,,,,,PCDHA2,,,NUP188,ACTR2,,,,,,,
,,,,,,,,,,,PCDHA3,,,NUP35,ACTR2,,,,,,,
,,,,,,,,,,,PCDHA4,,,NUP37,COPS2,,,,,,,
,,,,,,,,,,,PCDHA5,,,NUP43,VBP1,,,,,,,
,,,,,,,,,,,PCDHA7,,,NUP50,NUTF2,,,,,,,
,,,,,,,,,,,PCDHA8,,,NUP88,HNRNPK,,,,,,,
,,,,,,,,,,,PCDHA9,,,NUP93,PPP1CA,,,,,,,
,,,,,,,,,,,PCDHAC1,,,NUP98,PPP1CA,,,,,,,
,,,,,,,,,,,PCDHAC2,,,NUPR2,PPP1CB,,,,,,,
,,,,,,,,,,,PCDHB1,,,NVL,SNRPE,,,,,,,
,,,,,,,,,,,PCDHB10,,,OARD1,SNRPD1,,,,,,,
,,,,,,,,,,,PCDHB11,,,OAZ2,SNRPD2,,,,,,,
,,,,,,,,,,,PCDHB12,,,OIP5,SNRPD3,,,,,,,
,,,,,,,,,,,PCDHB13,,,OLIG1,PPP2CB,,,,,,,
,,,,,,,,,,,PCDHB14,,,OLIG3,RAN,,,,,,,
,,,,,,,,,,,PCDHB15,,,ONECUT1,RBX1,,,,,,,
,,,,,,,,,,,PCDHB18P,,,ONECUT2,PPIA,,,,,,,
,,,,,,,,,,,PCDHB2,,,ONECUT3,FKBP1A,,,,,,,
,,,,,,,,,,,PCDHB3,,,ORC1,DYNLL1,,,,,,,
,,,,,,,,,,,PCDHB4,,,ORC2,EIF5A,,,,,,,
,,,,,,,,,,,PCDHB5,,,ORC3,TMSB10,,,,,,,
,,,,,,,,,,,PCDHB6,,,ORC4,PPP2CA,,,,,,,
,,,,,,,,,,,PCDHB7,,,ORC5,YBX1,,,,,,,
,,,,,,,,,,,PCDHB8,,,ORC6,TUBB4B,,,,,,,
,,,,,,,,,,,PCDHB9,,,OSR1,SRPK2,,,,,,,
,,,,,,,,,,,PCDHGA1,,,OSR2,FOXK1,,,,,,,
,,,,,,,,,,,PCDHGA10,,,OTP,FGD1,,,,,,,
,,,,,,,,,,,PCDHGA11,,,OTX1,RBM3,,,,,,,
,,,,,,,,,,,PCDHGA12,,,OTX2,CDK5,,,,,,,
,,,,,,,,,,,PCDHGA2,,,OVOL1,CLTC,,,,,,,
,,,,,,,,,,,PCDHGA3,,,OVOL2,SET,,,,,,,
,,,,,,,,,,,PCDHGA4,,,OVOL3,SET,,,,,,,
,,,,,,,,,,,PCDHGA5,,,PAF1,MVK,,,,,,,
,,,,,,,,,,,PCDHGA6,,,PAGR1,RELA,,,,,,,
,,,,,,,,,,,PCDHGA7,,,PAK1IP1,EIF4G1,,,,,,,
,,,,,,,,,,,PCDHGA8,,,PALB2,PTPN11,,,,,,,
,,,,,,,,,,,PCDHGA9,,,PANO1,EXOSC9,,,,,,,
,,,,,,,,,,,PCDHGB1,,,PAPOLB,FMR1,,,,,,,
,,,,,,,,,,,PCDHGB2,,,PAPOLG,FMR1,,,,,,,
,,,,,,,,,,,PCDHGB3,,,PARP1,KLC1,,,,,,,
,,,,,,,,,,,PCDHGB4,,,PARP11,PPID,,,,,,,
,,,,,,,,,,,PCDHGB5,,,PARP12,CAMSAP2,,,,,,,
,,,,,,,,,,,PCDHGB6,,,PARP15,NCBP1,,,,,,,
,,,,,,,,,,,PCDHGB7,,,PARP2,EP300,,,,,,,
,,,,,,,,,,,PCDHGC3,,,PASD1,AP1B1,,,,,,,
,,,,,,,,,,,PCDHGC4,,,PATZ1,ILF2,,,,,,,
,,,,,,,,,,,PCDHGC5,,,PAX1,ILF3,,,,,,,
,,,,,,,,,,,PDCD1,,,PAX2,PPP1R8,,,,,,,
,,,,,,,,,,,PDZK1,,,PAX3,ARHGAP5,,,,,,,
,,,,,,,,,,,PEAR1,,,PAX4,GPS1,,,,,,,
,,,,,,,,,,,PECAM1,,,PAX5,CHAF1B,,,,,,,
,,,,,,,,,,,PERP,,,PAX6,IK,,,,,,,
,,,,,,,,,,,PHEX,,,PAX7,MTAP,,,,,,,
,,,,,,,,,,,PIK3IP1,,,PAX8,STK3,,,,,,,
,,,,,,,,,,,PKD1L1,,,PAX9,GPS2,,,,,,,
,,,,,,,,,,,PKD1L3,,,PAXBP1,PABPC4,,,,,,,
,,,,,,,,,,,PLB1,,,PAXIP1,GRB10,,,,,,,
,,,,,,,,,,,PLET1,,,PAXX,PPIL2,,,,,,,
,,,,,,,,,,,PLGRKT,,,PBRM1,PPIL2,,,,,,,
,,,,,,,,,,,PLP1,,,PBX1,DYNC1I2,,,,,,,
,,,,,,,,,,,PLPP1,,,PBX2,DYNC1I2,,,,,,,
,,,,,,,,,,,PLPPR5,,,PBX3,PIN1,,,,,,,
,,,,,,,,,,,PLXNA1,,,PBX4,CAMK2G,,,,,,,
,,,,,,,,,,,PLXNA2,,,PCF11,CAMK2G,,,,,,,
,,,,,,,,,,,PLXNA3,,,PCGF1,CUL3,,,,,,,
,,,,,,,,,,,PLXNA4,,,PCGF2,BYSL,,,,,,,
,,,,,,,,,,,PLXNB2,,,PCGF3,CKAP5,,,,,,,
,,,,,,,,,,,PLXNB3,,,PCGF5,CIRBP,,,,,,,
,,,,,,,,,,,PLXND1,,,PCGF6,CIRBP,,,,,,,
,,,,,,,,,,,PMP22,,,PCIF1,ARHGEF7,,,,,,,
,,,,,,,,,,,PNPLA2,,,PCNA,ARHGEF7,,,,,,,
,,,,,,,,,,,POPDC2,,,PCNP,TTLL12,,,,,,,
,,,,,,,,,,,POTED,,,PDCD11,DOCK1,,,,,,,
,,,,,,,,,,,PPP1R16A,,,PDCD2,MAP7,,,,,,,
,,,,,,,,,,,PRIMA1,,,PDCD7,FRG1,,,,,,,
,,,,,,,,,,,PRKAR1A,,,PDIK1L,CLINT1,,,,,,,
,,,,,,,,,,,PRKAR1B,,,PDS5A,NAA30,,,,,,,
,,,,,,,,,,,PRKG2,,,PDS5B,KPNB1,,,,,,,
,,,,,,,,,,,PRLHR,,,PDZD7,NCAPH,,,,,,,
,,,,,,,,,,,PRND,,,PES1,EXOSC7,,,,,,,
,,,,,,,,,,,PROKR1,,,PGBD3,SEC23A,,,,,,,
,,,,,,,,,,,PROKR2,,,PGBD5,SEC23B,,,,,,,
,,,,,,,,,,,PROM2,,,PHC1,TRIP10,,,,,,,
,,,,,,,,,,,PRRT1,,,PHC2,TRIP4,,,,,,,
,,,,,,,,,,,PRSS21,,,PHC3,TRIP6,,,,,,,
,,,,,,,,,,,PSCA,,,PHF10,MAPRE1,,,,,,,
,,,,,,,,,,,PSD2,,,PHF11,TBCE,,,,,,,
,,,,,,,,,,,PSD3,,,PHF12,ADRM1,,,,,,,
,,,,,,,,,,,PSD4,,,PHF13,DDB1,,,,,,,
,,,,,,,,,,,PTAFR,,,PHF19,SRSF7,,,,,,,
,,,,,,,,,,,PTCH1,,,PHF2,SMU1,,,,,,,
,,,,,,,,,,,PTCHD1,,,PHF20,LRRFIP1,,,,,,,
,,,,,,,,,,,PTGDR,,,PHF21A,EML3,,,,,,,
,,,,,,,,,,,PTGDR2,,,PHF5A,LSM12,,,,,,,
,,,,,,,,,,,PTGER1,,,PHF6,PDCD4,,,,,,,
,,,,,,,,,,,PTGER2,,,PHF7,PPP6R3,,,,,,,
,,,,,,,,,,,PTGER3,,,PHF8,CEP170,,,,,,,
,,,,,,,,,,,PTGER4,,,PHIP,HECTD3,,,,,,,
,,,,,,,,,,,PTGFR,,,PHOX2A,ARHGAP21,,,,,,,
,,,,,,,,,,,PTGIR,,,PHOX2B,BIN1,,,,,,,
,,,,,,,,,,,PTH1R,,,PHTF1,SH3PXD2A,,,,,,,
,,,,,,,,,,,PTH2R,,,PHTF2,TAX1BP3,,,,,,,
,,,,,,,,,,,PTPRC,,,PIAS1,CEP350,,,,,,,
,,,,,,,,,,,PTPRJ,,,PIAS2,CDC42BPA,,,,,,,
,,,,,,,,,,,PTPRK,,,PIAS4,HAUS3,,,,,,,
,,,,,,,,,,,PTPRU,,,PIH1D1,KATNA1,,,,,,,
,,,,,,,,,,,PVRIG,,,PIMREG,ZFYVE26,,,,,,,
,,,,,,,,,,,QRFPR,,,PINX1,CIAPIN1,,,,,,,
,,,,,,,,,,,RAMP3,,,PITX1,RALGAPA1,,,,,,,
,,,,,,,,,,,RASA3,,,PITX2,ELP2,,,,,,,
,,,,,,,,,,,RASD2,,,PITX3,G6PD,,,,,,,
,,,,,,,,,,,RECK,,,PKNOX1,YBX3,,,,,,,
,,,,,,,,,,,RELL1,,,PKNOX2,EDC4,,,,,,,
,,,,,,,,,,,RELL2,,,PKP1,IMPDH1,,,,,,,
,,,,,,,,,,,REM2,,,PKP2,LARP1,,,,,,,
,,,,,,,,,,,RFTN2,,,PKP3,NHS,,,,,,,
,,,,,,,,,,,RGMA,,,PLAG1,PRKCI,,,,,,,
,,,,,,,,,,,RGMB,,,PLAGL1,ABL2,,,,,,,
,,,,,,,,,,,RHBDL2,,,PLAGL2,CLNS1A,,,,,,,
,,,,,,,,,,,RHCG,,,PLCXD2,ARHGEF18,,,,,,,
,,,,,,,,,,,RHD,,,PLRG1,CYFIP1,,,,,,,
,,,,,,,,,,,RHEX,,,PLSCR2,COPS6,,,,,,,
,,,,,,,,,,,RIMBP2,,,PMF1,TWF1,,,,,,,
,,,,,,,,,,,RIMS1,,,PMS1,AKAP13,,,,,,,
,,,,,,,,,,,RIMS2,,,PMS2,AIMP1,,,,,,,
,,,,,,,,,,,RIT1,,,PNISR,APTX,,,,,,,
,,,,,,,,,,,ROR2,,,PNKP,SETX,,,,,,,
,,,,,,,,,,,ROS1,,,PNMA2,AIMP2,,,,,,,
,,,,,,,,,,,RRAD,,,PNMA3,NUFIP2,,,,,,,
,,,,,,,,,,,RTL8C,,,PNO1,HAUS6,,,,,,,
,,,,,,,,,,,RTN4R,,,PNRC1,KIF21A,,,,,,,
,,,,,,,,,,,RTN4RL1,,,POGK,SH3RF1,,,,,,,
,,,,,,,,,,,RTN4RL2,,,POLA2,TAF8,,,,,,,
,,,,,,,,,,,RTP1,,,POLD1,TAF8,,,,,,,
,,,,,,,,,,,RTP2,,,POLD2,SETD3,,,,,,,
,,,,,,,,,,,RXFP1,,,POLD4,METTL3,,,,,,,
,,,,,,,,,,,RXFP2,,,POLDIP2,TLK2,,,,,,,
,,,,,,,,,,,RXFP3,,,POLE,TLK2,,,,,,,
,,,,,,,,,,,RXFP4,,,POLE2,CAND1,,,,,,,
,,,,,,,,,,,S1PR2,,,POLE3,COMMD7,,,,,,,
,,,,,,,,,,,S1PR3,,,POLE4,CARM1,,,,,,,
,,,,,,,,,,,S1PR4,,,POLH,SNAP47,,,,,,,
,,,,,,,,,,,S1PR5,,,POLI,ERC1,,,,,,,
,,,,,,,,,,,SCARA5,,,POLK,ARMC8,,,,,,,
,,,,,,,,,,,SCARB1,,,POLL,PATL1,,,,,,,
,,,,,,,,,,,SCN10A,,,POLM,EXOC8,,,,,,,
,,,,,,,,,,,SCN11A,,,POLN,CHERP,,,,,,,
,,,,,,,,,,,SCN1A,,,POLQ,SKA3,,,,,,,
,,,,,,,,,,,SCN2A,,,POLR1A,IFT20,,,,,,,
,,,,,,,,,,,SCN3A,,,POLR1B,PDCD6IP,,,,,,,
,,,,,,,,,,,SCN4A,,,POLR1C,CCDC124,,,,,,,
,,,,,,,,,,,SCN4B,,,POLR1D,XRN1,,,,,,,
,,,,,,,,,,,SCN7A,,,POLR1E,GMPPA,,,,,,,
,,,,,,,,,,,SCN9A,,,POLR2B,CCAR2,,,,,,,
,,,,,,,,,,,SCNN1D,,,POLR2C,NEURL4,,,,,,,
,,,,,,,,,,,SCNN1G,,,POLR2D,RANBP9,,,,,,,
,,,,,,,,,,,SCTR,,,POLR2E,ARPC5L,,,,,,,
,,,,,,,,,,,SDC3,,,POLR2F,THUMPD3,,,,,,,
,,,,,,,,,,,SDK1,,,POLR2G,SERBP1,,,,,,,
,,,,,,,,,,,SDK2,,,POLR2H,NECAP1,,,,,,,
,,,,,,,,,,,SELE,,,POLR2I,LSM14A,,,,,,,
,,,,,,,,,,,SELL,,,POLR2J,NAV1,,,,,,,
,,,,,,,,,,,SELP,,,POLR2J2,PPHLN1,,,,,,,
,,,,,,,,,,,SEMA4A,,,POLR2J3,EXOC1,,,,,,,
,,,,,,,,,,,SEMA4D,,,POLR2K,NEDD1,,,,,,,
,,,,,,,,,,,SEMA4F,,,POLR2L,WDR48,,,,,,,
,,,,,,,,,,,SEMA4G,,,POLR2M,MPLKIP,,,,,,,
,,,,,,,,,,,SEMA6A,,,POLR3A,PUM2,,,,,,,
,,,,,,,,,,,SEMA6B,,,POLR3B,COMMD3,,,,,,,
,,,,,,,,,,,SEMA6C,,,POLR3C,ASAP1,,,,,,,
,,,,,,,,,,,SEMA7A,,,POLR3D,IPO4,,,,,,,
,,,,,,,,,,,SEZ6,,,POLR3E,WIPF2,,,,,,,
,,,,,,,,,,,SHC4,,,POLR3F,ZC3H15,,,,,,,
,,,,,,,,,,,SHH,,,POLR3GL,HDAC7,,,,,,,
,,,,,,,,,,,SHISA7,,,POLR3H,BRK1,,,,,,,
,,,,,,,,,,,SHISA9,,,POLR3K,DDX1,,,,,,,
,,,,,,,,,,,SI,,,POM121B,WASF1,,,,,,,
,,,,,,,,,,,SIGLEC14,,,POP1,NDRG1,,,,,,,
,,,,,,,,,,,SIPA1L3,,,POP4,ARPC1A,,,,,,,
,,,,,,,,,,,SIRPB1,,,POP5,DDX17,,,,,,,
,,,,,,,,,,,SIT1,,,POT1,ARHGEF1,,,,,,,
,,,,,,,,,,,SLAMF6,,,POU1F1,UPF1,,,,,,,
,,,,,,,,,,,SLC10A4,,,POU2AF1,COPS5,,,,,,,
,,,,,,,,,,,SLC12A3,,,POU2F1,TNPO1,,,,,,,
,,,,,,,,,,,SLC12A6,,,POU2F3,USP7,,,,,,,
,,,,,,,,,,,SLC12A7,,,POU3F1,MSI2,,,,,,,
,,,,,,,,,,,SLC12A9,,,POU3F2,DAZAP1,,,,,,,
,,,,,,,,,,,SLC13A3,,,POU3F3,EDC3,,,,,,,
,,,,,,,,,,,SLC13A5,,,POU3F4,DYNLL2,,,,,,,
,,,,,,,,,,,SLC14A1,,,POU5F1B,CPNE2,,,,,,,
,,,,,,,,,,,SLC14A2,,,POU5F2,THOC1,,,,,,,
,,,,,,,,,,,SLC15A2,,,POU6F1,PDLIM5,,,,,,,
,,,,,,,,,,,SLC16A1,,,POU6F2,NAF1,,,,,,,
,,,,,,,,,,,SLC16A10,,,PPAN,RSRC1,,,,,,,
,,,,,,,,,,,SLC16A12,,,PPARA,SPG11,,,,,,,
,,,,,,,,,,,SLC16A14,,,PPARD,ELMO2,,,,,,,
,,,,,,,,,,,SLC16A2,,,PPARGC1B,IPO9,,,,,,,
,,,,,,,,,,,SLC16A3,,,PPIE,MED15,,,,,,,
,,,,,,,,,,,SLC16A4,,,PPIG,NUDCD1,,,,,,,
,,,,,,,,,,,SLC16A5,,,PPIL1,TUBGCP5,,,,,,,
,,,,,,,,,,,SLC16A6,,,PPIL4,SRPK1,,,,,,,
,,,,,,,,,,,SLC16A7,,,PPM1M,MMS19,,,,,,,
,,,,,,,,,,,SLC16A8,,,PPP1R10,MYCBP,,,,,,,
,,,,,,,,,,,SLC16A9,,,PPP1R26,CDC5L,,,,,,,
,,,,,,,,,,,SLC17A1,,,PPP1R7,HAUS7,,,,,,,
,,,,,,,,,,,SLC17A4,,,PPP2R3B,PRMT1,,,,,,,
,,,,,,,,,,,SLC19A1,,,PPP2R5C,AKAP9,,,,,,,
,,,,,,,,,,,SLC19A2,,,PPRC1,WDR77,,,,,,,
,,,,,,,,,,,SLC1A2,,,PPWD1,TUBA1C,,,,,,,
,,,,,,,,,,,SLC1A3,,,PRAC1,MYBBP1A,,,,,,,
,,,,,,,,,,,SLC1A5,,,PRAC2,HAUS8,,,,,,,
,,,,,,,,,,,SLC1A6,,,PRCC,COPS4,,,,,,,
,,,,,,,,,,,SLC20A2,,,PRDM10,RBM42,,,,,,,
,,,,,,,,,,,SLC22A1,,,PRDM12,DCUN1D5,,,,,,,
,,,,,,,,,,,SLC22A11,,,PRDM13,TBCD,,,,,,,
,,,,,,,,,,,SLC22A12,,,PRDM14,PDCD10,,,,,,,
,,,,,,,,,,,SLC22A16,,,PRDM15,MRI1,,,,,,,
,,,,,,,,,,,SLC22A17,,,PRDM2,POLDIP3,,,,,,,
,,,,,,,,,,,SLC22A18,,,PRDM4,CEP41,,,,,,,
,,,,,,,,,,,SLC22A6,,,PRDM5,UPF3B,,,,,,,
,,,,,,,,,,,SLC22A7,,,PRDM6,PPP1R12C,,,,,,,
,,,,,,,,,,,SLC22A8,,,PRDM7,PRKD2,,,,,,,
,,,,,,,,,,,SLC22A9,,,PRDM8,API5,,,,,,,
,,,,,,,,,,,SLC23A1,,,PRDM9,TNKS1BP1,,,,,,,
,,,,,,,,,,,SLC23A2,,,PRICKLE2,UBE2O,,,,,,,
,,,,,,,,,,,SLC26A1,,,PRKDC,WDR61,,,,,,,
,,,,,,,,,,,SLC26A2,,,PRKRIP1,GGNBP2,,,,,,,
,,,,,,,,,,,SLC26A3,,,PRM1,CDC42EP4,,,,,,,
,,,,,,,,,,,SLC26A4,,,PRM2,WDR55,,,,,,,
,,,,,,,,,,,SLC26A5,,,PRM3,DCTPP1,,,,,,,
,,,,,,,,,,,SLC27A6,,,PRMT6,PHAX,,,,,,,
,,,,,,,,,,,SLC28A1,,,PROP1,CNOT10,,,,,,,
,,,,,,,,,,,SLC29A1,,,PROX1,ELP3,,,,,,,
,,,,,,,,,,,SLC29A4,,,PROX2,UPF2,,,,,,,
,,,,,,,,,,,SLC2A1,,,PRPF18,XPO5,,,,,,,
,,,,,,,,,,,SLC2A11,,,PRPF3,CACYBP,,,,,,,
,,,,,,,,,,,SLC2A13,,,PRPF31,RC3H2,,,,,,,
,,,,,,,,,,,SLC2A14,,,PRPF38A,GPN1,,,,,,,
,,,,,,,,,,,SLC2A2,,,PRPF38B,MBNL1,,,,,,,
,,,,,,,,,,,SLC2A3,,,PRPF39,EIF4ENIF1,,,,,,,
,,,,,,,,,,,SLC2A5,,,PRPF4,UBQLN4,,,,,,,
,,,,,,,,,,,SLC2A7,,,PRPF40A,ARHGAP35,,,,,,,
,,,,,,,,,,,SLC2A9,,,PRPF40B,LANCL2,,,,,,,
,,,,,,,,,,,SLC30A1,,,PRPF4B,DDX19A,,,,,,,
,,,,,,,,,,,SLC31A1,,,PRPF6,EXOC1,,,,,,,
,,,,,,,,,,,SLC34A1,,,PRPF8,DNAJC17,,,,,,,
,,,,,,,,,,,SLC35G2,,,PRR12,HYPK,,,,,,,
,,,,,,,,,,,SLC38A1,,,PRR13,TERF2IP,,,,,,,
,,,,,,,,,,,SLC38A3,,,PRR14,ABI2,,,,,,,
,,,,,,,,,,,SLC38A4,,,PRRX1,TMOD3,,,,,,,
,,,,,,,,,,,SLC38A5,,,PRRX2,RCC2,,,,,,,
,,,,,,,,,,,SLC38A6,,,PSIP1,BCCIP,,,,,,,
,,,,,,,,,,,SLC39A2,,,PSMC3IP,BCCIP,,,,,,,
,,,,,,,,,,,SLC39A5,,,PSMG2,STK26,,,,,,,
,,,,,,,,,,,SLC39A6,,,PTBP1,TFIP11,,,,,,,
,,,,,,,,,,,SLC40A1,,,PTBP2,PI4KB,,,,,,,
,,,,,,,,,,,SLC41A1,,,PTMA,EVL,,,,,,,
,,,,,,,,,,,SLC41A2,,,PUF60,IPO11,,,,,,,
,,,,,,,,,,,SLC41A3,,,PUM3,XPO7,,,,,,,
,,,,,,,,,,,SLC44A4,,,PURA,CNOT7,,,,,,,
,,,,,,,,,,,SLC46A2,,,PURB,MRTO4,,,,,,,
,,,,,,,,,,,SLC47A1,,,PURG,RCOR1,,,,,,,
,,,,,,,,,,,SLC47A2,,,PUS3,AGO2,,,,,,,
,,,,,,,,,,,SLC4A1,,,PUS7,AGO1,,,,,,,
,,,,,,,,,,,SLC4A10,,,PWP1,MCTS1,,,,,,,
,,,,,,,,,,,SLC4A11,,,PWP2,PRPF19,,,,,,,
,,,,,,,,,,,SLC4A4,,,PWWP2A,UBQLN1,,,,,,,
,,,,,,,,,,,SLC4A5,,,PWWP3A,G3BP2,,,,,,,
,,,,,,,,,,,SLC4A7,,,PYGO1,COPS3,,,,,,,
,,,,,,,,,,,SLC51B,,,PYGO2,MACF1,,,,,,,
,,,,,,,,,,,SLC52A1,,,PYHIN1,PLCL2,,,,,,,
,,,,,,,,,,,SLC52A2,,,R3HDM2,SMG5,,,,,,,
,,,,,,,,,,,SLC5A10,,,R3HDM4,SHOC2,,,,,,,
,,,,,,,,,,,SLC5A12,,,RAB34,PA2G4,,,,,,,
,,,,,,,,,,,SLC5A4,,,RAD1,RUVBL2,,,,,,,
,,,,,,,,,,,SLC5A7,,,RAD17,RUVBL1,,,,,,,
,,,,,,,,,,,SLC5A8,,,RAD21L1,DRG1,,,,,,,
,,,,,,,,,,,SLC6A1,,,RAD23A,CARHSP1,,,,,,,
,,,,,,,,,,,SLC6A13,,,RAD50,WBP11,,,,,,,
,,,,,,,,,,,SLC6A19,,,RAD51AP1,GIT1,,,,,,,
,,,,,,,,,,,SLC6A2,,,RAD51B,RRP7A,,,,,,,
,,,,,,,,,,,SLC6A20,,,RAD52,SBDS,,,,,,,
,,,,,,,,,,,SLC6A3,,,RAD54B,STRAP,,,,,,,
,,,,,,,,,,,SLC6A5,,,RAD54L,RTCB,,,,,,,
,,,,,,,,,,,SLC6A6,,,RAD54L2,HBS1L,,,,,,,
,,,,,,,,,,,SLC7A1,,,RAD9A,LAS1L,,,,,,,
,,,,,,,,,,,SLC7A2,,,RAG1,RNF114,,,,,,,
,,,,,,,,,,,SLC7A3,,,RAG2,PRRC2C,,,,,,,
,,,,,,,,,,,SLC7A6,,,RALY,PRRC2C,,,,,,,
